,Объем багажника минимальный [л],Объем багажника максимальный [л],Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
270,460.0,460.0,1805.0,520.0,231.0,122.0,65.0,9.6,205.0,10.7,7.1,9.0
271,460.0,460.0,1780.0,490.0,164.0,129.0,70.0,14.4,183.0,13.2,7.3,10.0
272,520.0,520.0,2120.0,500.0,271.0,233.0,70.0,7.4,241.0,13.1,8.7,11.2
273,440.0,440.0,1968.0,520.0,251.0,178.0,70.0,9.3,200.0,18.1,10.2,13.8
274,425.0,425.0,1545.0,460.0,143.0,100.0,55.0,14.1,177.0,10.1,6.3,8.2
275,460.0,470.0,2072.5,520.0,100.0,64.0,70.0,9.6,130.0,9.0,4.7,6.9
276,500.0,500.0,2505.0,520.0,450.0,326.0,82.0,5.9,250.0,13.8,7.6,9.9
277,460.0,460.0,2072.5,520.0,210.0,116.0,65.0,13.6,175.0,9.8,7.8,8.7
278,460.0,470.0,2720.0,520.0,313.0,194.0,92.0,9.6,185.0,18.6,11.3,14.0
279,515.0,515.0,2530.0,520.0,270.0,320.0,78.0,5.2,250.0,6.2,4.2,4.9
280,435.0,435.0,1790.0,460.0,245.0,192.0,65.0,8.0,233.0,11.9,6.6,8.8
281,450.0,450.0,1840.0,515.0,179.0,150.0,64.0,9.0,215.0,12.4,7.2,8.8
282,500.0,500.0,2515.0,580.0,390.0,306.0,88.0,6.9,250.0,16.3,8.2,11.2
283,460.0,470.0,2760.0,520.0,240.0,115.0,90.0,9.6,150.0,13.4,9.2,9.2
284,440.0,440.0,1700.0,520.0,175.0,125.0,70.0,10.9,181.0,12.4,7.2,9.5
285,480.0,480.0,2130.0,540.0,400.0,306.0,60.0,5.0,250.0,10.8,5.8,7.6
286,425.0,425.0,1525.0,460.0,141.0,100.0,55.0,12.1,182.0,10.3,6.7,8.5
287,435.0,435.0,1720.0,460.0,180.0,140.0,65.0,10.2,213.0,11.4,6.1,8.0
288,520.0,520.0,2450.0,470.0,610.0,177.0,70.0,5.2,210.0,13.8,9.4,11.8
289,500.0,500.0,2090.0,520.0,275.0,197.0,90.0,8.9,225.0,15.5,7.6,10.8
290,460.0,460.0,2070.0,520.0,400.0,306.0,63.0,5.8,250.0,12.6,6.5,8.7
291,450.0,450.0,2072.5,520.0,196.0,94.0,64.0,13.0,175.0,12.4,7.2,6.0
292,520.0,520.0,2220.0,560.0,500.0,231.0,70.0,6.6,242.0,10.2,6.1,7.6
293,500.0,500.0,2575.0,520.0,600.0,177.0,82.0,5.2,250.0,16.4,8.5,11.4
294,460.0,460.0,2055.0,520.0,500.0,231.0,61.0,6.7,250.0,8.2,4.9,6.1
295,460.0,470.0,1750.0,470.0,154.0,117.0,59.0,14.0,180.0,9.2,5.7,7.0
296,500.0,470.0,2510.0,520.0,240.0,99.0,74.0,12.0,145.0,13.6,9.5,11.0
297,480.0,480.0,2000.0,470.0,285.0,197.0,85.0,8.7,205.0,18.7,8.5,9.2
298,520.0,520.0,2440.0,480.0,407.0,305.0,70.0,5.9,210.0,13.8,9.4,11.8
299,470.0,470.0,1835.0,520.0,218.0,161.0,64.0,10.1,215.0,14.7,7.2,10.0
300,520.0,520.0,2060.0,560.0,300.0,258.0,70.0,6.7,250.0,13.6,6.8,9.3
301,404.0,404.0,1540.0,520.0,190.0,143.0,58.0,9.5,190.0,12.8,7.8,9.2
302,415.0,470.0,2510.0,520.0,294.0,125.0,71.0,15.0,155.0,13.9,9.6,11.2
303,440.0,440.0,1968.0,520.0,251.0,178.0,70.0,9.6,193.0,16.8,11.2,13.8
304,460.0,460.0,2115.0,480.0,270.0,233.0,63.0,7.2,209.0,13.8,9.4,11.8
305,500.0,500.0,2480.0,580.0,520.0,231.0,88.0,7.8,238.0,11.3,6.4,8.2
306,500.0,500.0,2110.0,520.0,260.0,188.0,90.0,11.3,212.0,16.9,7.4,11.2
307,425.0,425.0,1545.0,460.0,162.0,113.0,55.0,12.1,184.0,10.4,6.7,8.6
308,440.0,440.0,1700.0,520.0,143.0,90.0,70.0,17.3,155.0,12.4,7.2,10.7
309,460.0,460.0,1780.0,510.0,230.0,122.0,70.0,11.3,188.0,11.8,6.3,8.8
310,480.0,480.0,2000.0,470.0,310.0,218.0,85.0,8.0,212.0,20.0,8.6,9.2
311,460.0,460.0,1725.0,520.0,174.0,122.0,60.0,10.4,200.0,9.2,5.7,7.0
312,460.0,460.0,1910.0,510.0,162.0,113.0,80.0,14.1,191.0,11.6,6.8,9.0
313,440.0,440.0,2085.0,480.0,290.0,228.0,63.0,9.6,205.0,13.8,9.4,11.8
314,460.0,470.0,2072.5,520.0,304.0,240.0,62.0,7.0,212.0,11.3,7.2,9.2
315,460.0,470.0,1440.0,480.0,120.0,86.0,50.0,13.0,160.0,11.2,6.5,8.3
316,460.0,460.0,1630.0,520.0,137.0,100.0,60.0,11.5,185.0,9.7,5.6,9.2
317,440.0,440.0,1968.0,520.0,231.0,171.0,70.0,9.6,193.0,12.4,7.2,9.2
318,460.0,460.0,1975.0,510.0,222.0,115.0,80.0,12.9,194.0,9.3,5.2,7.1
319,460.0,460.0,1880.0,490.0,290.0,185.0,70.0,9.8,207.0,16.8,7.9,11.4
320,480.0,480.0,2005.0,575.0,290.0,184.0,60.0,7.2,235.0,7.3,4.5,5.5
321,460.0,470.0,2510.0,520.0,255.0,185.0,75.0,12.1,170.0,17.6,10.9,13.5
322,460.0,470.0,2072.5,520.0,100.0,64.0,70.0,9.6,205.0,9.0,5.6,7.1
323,460.0,470.0,2560.0,520.0,294.0,125.0,69.0,9.6,155.0,12.4,7.2,9.2
324,460.0,470.0,1520.0,520.0,126.0,97.0,50.0,13.5,170.0,12.4,7.2,7.8
325,460.0,470.0,1680.0,520.0,160.0,114.0,53.0,13.0,150.0,12.0,8.0,9.5
326,425.0,425.0,1735.0,520.0,222.0,170.0,62.0,9.6,209.0,13.1,10.2,9.2
327,500.0,500.0,2205.0,535.0,280.0,193.0,85.0,8.6,227.0,14.5,7.8,10.3
328,460.0,460.0,2115.0,525.0,320.0,272.0,63.0,6.4,250.0,11.2,6.6,8.3
329,520.0,520.0,2340.0,480.0,407.0,305.0,70.0,5.9,210.0,12.4,8.4,10.7
330,460.0,460.0,2195.0,550.0,345.0,238.0,70.0,7.6,247.0,17.7,8.6,12.0
331,460.0,460.0,2100.0,520.0,580.0,286.0,61.0,6.0,250.0,9.0,5.2,6.6
332,500.0,500.0,2245.0,535.0,280.0,143.0,85.0,11.4,206.0,11.0,6.2,8.0
333,500.0,500.0,2180.0,520.0,305.0,211.0,70.0,9.1,230.0,17.9,8.1,12.1
334,520.0,520.0,2170.0,560.0,500.0,218.0,70.0,7.3,243.0,10.8,6.1,7.8
335,435.0,435.0,1815.0,460.0,280.0,193.0,65.0,7.8,232.0,15.3,7.3,10.3
336,460.0,460.0,1950.0,520.0,270.0,218.0,63.0,6.7,250.0,9.8,5.5,7.1
337,520.0,520.0,2245.0,520.0,310.0,258.0,70.0,6.6,250.0,10.4,6.3,7.8
338,440.0,440.0,1810.0,500.0,175.0,116.0,63.0,10.9,206.0,9.9,5.5,7.1
339,460.0,470.0,2765.0,520.0,329.0,250.0,88.0,10.8,200.0,17.7,11.2,13.5
340,435.0,435.0,1755.0,460.0,245.0,192.0,65.0,7.9,233.0,13.2,7.0,9.5
341,520.0,520.0,2035.0,560.0,250.0,218.0,70.0,7.5,245.0,12.4,6.5,8.7
342,440.0,440.0,1955.0,500.0,245.0,192.0,63.0,8.4,237.0,13.5,7.2,9.5
343,520.0,520.0,2155.0,560.0,500.0,218.0,70.0,7.1,245.0,9.5,5.5,6.9
344,470.0,470.0,1870.0,520.0,202.0,90.0,64.0,12.0,180.0,8.0,6.0,7.0
345,460.0,470.0,1940.0,520.0,300.0,150.0,59.0,10.2,193.0,5.4,3.9,4.4
346,460.0,470.0,2072.5,520.0,178.5,143.0,59.0,11.7,186.0,7.7,5.2,6.5
347,460.0,460.0,1985.0,510.0,245.0,192.0,80.0,8.6,230.0,13.9,6.6,9.5
348,460.0,460.0,1965.0,520.0,350.0,177.0,61.0,8.0,228.0,7.3,4.6,5.6
349,460.0,460.0,1950.0,520.0,340.0,163.0,61.0,8.6,220.0,9.1,5.3,6.7
350,520.0,520.0,2330.0,520.0,400.0,190.0,70.0,7.9,230.0,5.6,4.2,4.7
351,520.0,520.0,2365.0,520.0,450.0,218.0,70.0,7.0,240.0,5.8,4.6,5.1
352,460.0,470.0,2710.0,520.0,343.0,160.0,70.0,10.4,178.0,10.5,6.4,7.9
353,500.0,500.0,2525.0,520.0,450.0,326.0,82.0,6.0,250.0,14.0,7.7,10.0
354,520.0,520.0,2060.0,540.0,350.0,177.0,70.0,8.4,229.0,7.5,4.6,5.6
355,430.0,430.0,1695.0,520.0,383.0,280.0,48.0,5.3,253.0,15.4,8.3,10.9
356,460.0,470.0,1890.0,520.0,190.0,129.0,53.0,10.0,170.0,12.0,8.0,9.0
357,435.0,435.0,1760.0,460.0,190.0,150.0,65.0,9.9,214.0,12.9,6.7,9.0
358,500.0,500.0,2385.0,535.0,440.0,286.0,85.0,7.0,250.0,18.1,9.2,12.5
359,520.0,520.0,2330.0,520.0,540.0,245.0,70.0,6.3,250.0,7.8,5.3,6.2
360,460.0,460.0,2045.0,520.0,430.0,204.0,61.0,7.0,242.0,7.3,4.8,5.7
361,460.0,470.0,2072.5,520.0,117.0,85.0,45.0,15.0,156.0,12.5,6.8,9.0
362,520.0,520.0,2090.0,500.0,271.0,233.0,70.0,6.8,241.0,13.1,8.4,11.2
363,505.0,505.0,2072.5,520.0,343.0,241.0,80.0,9.6,180.0,16.0,9.0,9.2
364,460.0,460.0,2125.0,520.0,400.0,286.0,80.0,6.3,250.0,16.9,7.6,11.4
365,460.0,460.0,1980.0,520.0,270.0,218.0,63.0,7.1,248.0,10.0,5.9,7.4
366,520.0,520.0,2195.0,560.0,320.0,272.0,70.0,6.6,250.0,11.5,6.2,8.2
367,460.0,470.0,1750.0,475.0,143.0,109.0,59.0,14.3,178.0,8.9,6.0,7.0
368,460.0,470.0,2760.0,520.0,318.0,202.0,90.0,12.5,185.0,19.5,11.1,14.2
369,460.0,470.0,2710.0,520.0,343.0,160.0,70.0,10.4,174.0,10.5,6.4,7.9
370,520.0,520.0,2000.0,540.0,210.0,170.0,70.0,8.7,224.0,9.2,5.4,6.7
371,500.0,500.0,2180.0,520.0,305.0,211.0,70.0,9.8,222.0,17.6,7.6,11.6
372,480.0,480.0,2030.0,540.0,270.0,184.0,60.0,7.5,230.0,8.4,5.4,6.5
373,460.0,470.0,2410.0,520.0,201.0,84.0,92.0,9.6,138.0,13.7,8.5,10.2
374,470.0,470.0,2072.5,520.0,191.0,145.0,64.0,9.6,205.0,14.0,8.0,9.2
375,520.0,520.0,2310.0,520.0,400.0,306.0,70.0,6.1,250.0,11.9,6.4,8.4
376,480.0,480.0,2000.0,575.0,220.0,136.0,60.0,9.1,210.0,6.2,4.3,5.0
377,460.0,460.0,1800.0,510.0,215.0,150.0,70.0,9.9,197.0,14.1,7.2,10.1
378,480.0,480.0,2005.0,550.0,350.0,245.0,60.0,6.1,250.0,8.2,5.2,6.3
379,520.0,520.0,2500.0,525.0,600.0,177.0,70.0,4.8,250.0,16.4,7.9,11.0
380,460.0,460.0,1910.0,520.0,190.0,143.0,63.0,9.9,210.0,8.7,5.4,6.6
381,460.0,470.0,2072.5,520.0,137.0,100.0,45.0,9.8,169.0,11.3,6.4,8.3
382,415.0,470.0,2510.0,520.0,348.0,220.0,71.0,10.0,190.0,16.9,10.5,12.9
383,500.0,470.0,2510.0,520.0,255.0,170.0,74.0,14.5,175.0,17.1,11.2,14.1
384,500.0,500.0,2610.0,520.0,450.0,320.0,80.0,5.6,250.0,11.2,6.6,8.3
385,425.0,425.0,1490.0,460.0,140.0,102.0,55.0,14.1,175.0,10.7,7.0,8.9
386,430.0,430.0,1660.0,480.0,165.0,82.0,60.0,9.6,156.0,12.4,7.2,7.0
387,460.0,460.0,2010.0,510.0,222.0,115.0,80.0,13.9,190.0,9.8,5.2,7.3
388,460.0,460.0,1965.0,520.0,300.0,143.0,61.0,9.4,210.0,7.3,4.6,5.6
389,460.0,460.0,1955.0,510.0,190.0,150.0,80.0,10.6,211.0,11.6,6.9,8.9
390,480.0,480.0,1980.0,550.0,380.0,163.0,57.0,7.9,225.0,5.0,3.6,4.1
391,520.0,520.0,2245.0,520.0,310.0,272.0,70.0,6.5,250.0,10.2,6.1,7.6
392,500.0,500.0,2610.0,520.0,600.0,177.0,82.0,5.3,250.0,16.4,8.5,11.4
393,520.0,520.0,2220.0,520.0,350.0,245.0,70.0,6.2,250.0,8.8,5.3,6.6
394,480.0,480.0,2000.0,460.0,310.0,218.0,85.0,9.8,206.0,19.5,9.7,9.2
395,460.0,470.0,2072.5,520.0,123.0,92.0,45.0,10.5,163.0,10.8,6.2,8.0
396,435.0,435.0,1825.0,460.0,245.0,192.0,65.0,9.0,231.0,13.8,6.3,9.3
397,460.0,470.0,2720.0,520.0,263.0,175.0,88.0,13.6,175.0,15.9,10.0,12.2
398,500.0,500.0,2290.0,535.0,290.0,218.0,85.0,9.7,234.0,15.1,7.4,10.5
399,420.0,420.0,1600.0,520.0,230.0,215.0,70.0,6.7,241.0,12.4,6.2,8.8
400,470.0,470.0,1855.0,520.0,211.0,144.0,64.0,9.7,215.0,12.0,6.7,8.6
401,425.0,425.0,1716.0,520.0,222.0,170.0,62.0,9.6,214.0,13.1,9.8,9.2
402,460.0,470.0,2072.5,520.0,117.0,85.0,45.0,11.8,158.0,10.7,6.2,8.0
403,440.0,440.0,1770.0,520.0,160.0,122.0,70.0,15.7,174.0,12.4,7.2,11.2
404,460.0,460.0,1675.0,520.0,176.0,90.0,60.0,12.0,180.0,8.0,4.8,6.0
405,500.0,470.0,2510.0,570.0,255.0,177.0,74.0,14.4,175.0,16.3,10.3,9.2
406,460.0,460.0,2135.0,520.0,400.0,306.0,63.0,5.4,250.0,12.4,6.7,8.8
407,480.0,480.0,2050.0,510.0,290.0,185.0,70.0,8.9,205.0,16.6,8.5,11.9
408,460.0,460.0,2072.5,520.0,237.0,186.0,70.0,9.6,205.0,11.8,8.1,9.8
409,460.0,460.0,2010.0,510.0,245.0,192.0,70.0,8.1,238.0,13.1,7.2,9.4
410,430.0,430.0,2072.5,520.0,400.0,309.0,55.0,9.6,253.0,16.85,12.0,13.8
411,480.0,480.0,2130.0,520.0,407.0,304.0,60.0,5.1,209.0,12.4,7.2,9.2
412,440.0,440.0,1980.0,480.0,237.0,186.0,63.0,9.6,205.0,12.4,8.7,10.7
413,500.0,500.0,2645.0,540.0,600.0,177.0,88.0,5.5,250.0,20.2,9.5,13.4
414,460.0,460.0,2080.0,510.0,250.0,192.0,80.0,9.5,220.0,12.4,7.4,9.6
415,460.0,460.0,1890.0,520.0,200.0,156.0,63.0,9.8,218.0,11.4,6.0,8.0
416,520.0,520.0,2255.0,520.0,450.0,218.0,70.0,7.2,243.0,6.2,4.3,5.0
417,460.0,470.0,2650.0,520.0,255.0,141.0,92.0,12.1,170.0,16.2,10.7,14.9
418,460.0,460.0,2205.0,530.0,440.0,286.0,70.0,6.4,250.0,18.2,8.9,12.3
419,480.0,480.0,1935.0,550.0,220.0,136.0,60.0,8.9,210.0,7.6,4.7,5.8
420,460.0,460.0,1870.0,510.0,162.0,113.0,80.0,12.4,194.0,10.9,6.6,8.6
421,430.0,430.0,1645.0,525.0,160.0,102.0,60.0,11.7,180.0,12.4,7.2,8.6
422,480.0,480.0,2050.0,470.0,255.0,184.0,85.0,9.6,200.0,12.4,7.2,9.2
423,500.0,500.0,2590.0,575.0,270.0,313.0,80.0,5.4,250.0,7.3,5.3,6.0
424,460.0,460.0,2072.5,520.0,290.0,228.0,70.0,9.6,205.0,13.1,9.0,11.2
425,460.0,470.0,2072.5,520.0,205.0,157.0,59.0,9.2,205.0,12.4,7.2,9.2
426,460.0,460.0,1910.0,520.0,180.0,129.0,63.0,11.0,206.0,11.2,6.0,7.9
427,480.0,480.0,2010.0,490.0,310.0,218.0,70.0,9.4,211.0,16.0,7.9,11.2
428,460.0,460.0,2115.0,520.0,320.0,272.0,63.0,6.4,250.0,11.0,6.2,8.0
429,425.0,425.0,1490.0,460.0,140.0,90.0,55.0,14.2,171.0,9.6,6.2,8.0
430,520.0,520.0,2260.0,520.0,270.0,204.0,70.0,8.2,234.0,10.5,5.9,7.6
431,500.0,470.0,2510.0,520.0,240.0,99.0,74.0,9.6,145.0,13.6,9.5,11.0
432,500.0,500.0,2505.0,520.0,600.0,306.0,80.0,6.3,250.0,9.0,5.7,6.9
433,415.0,470.0,2510.0,520.0,188.0,173.0,71.0,12.6,170.0,17.7,11.1,13.6
434,440.0,440.0,1968.0,520.0,231.0,171.0,70.0,9.6,205.0,13.1,7.8,10.7
435,520.0,520.0,2140.0,560.0,400.0,197.0,70.0,7.6,237.0,8.2,5.0,6.2
436,460.0,460.0,2105.0,480.0,270.0,233.0,63.0,7.2,209.0,13.8,9.4,11.8
437,500.0,500.0,2365.0,535.0,410.0,184.0,85.0,9.2,220.0,12.1,6.8,8.7
438,460.0,470.0,2072.5,520.0,430.0,181.0,70.0,11.4,180.0,8.7,6.7,7.4
439,460.0,470.0,1520.0,520.0,177.0,88.0,50.0,15.2,155.0,12.4,7.2,6.0
440,460.0,470.0,1750.0,465.0,154.0,117.0,59.0,14.1,180.0,9.1,5.8,7.1
441,404.0,404.0,1660.0,460.0,226.0,171.0,64.0,9.8,213.0,12.6,7.2,8.9
442,404.0,404.0,1740.0,460.0,222.0,170.0,55.0,9.2,212.0,13.6,7.8,10.4
443,430.0,430.0,1770.0,550.0,150.0,98.0,50.0,13.6,176.0,10.3,6.4,8.0
444,460.0,470.0,2720.0,520.0,292.0,125.0,92.0,16.8,150.0,15.5,10.7,12.5
445,447.0,470.0,2070.0,520.0,270.0,205.0,72.0,8.1,230.0,12.4,7.2,10.1
446,480.0,480.0,2050.0,540.0,380.0,184.0,57.0,7.5,233.0,6.3,4.1,4.9
447,460.0,460.0,1775.0,520.0,265.0,115.0,60.0,10.4,195.0,7.3,4.5,5.5
448,520.0,520.0,2205.0,560.0,270.0,218.0,70.0,8.2,234.0,11.2,6.3,8.1
449,460.0,460.0,2000.0,510.0,280.0,136.0,70.0,10.6,206.0,7.8,4.7,5.8
450,404.0,404.0,1460.0,520.0,175.0,125.0,58.0,9.6,176.0,12.4,7.2,9.4
451,425.0,425.0,1565.0,520.0,172.0,136.0,55.0,9.9,202.0,10.9,6.4,8.5
452,530.0,530.0,2325.0,520.0,400.0,190.0,66.0,7.6,232.0,5.1,4.2,4.5
453,460.0,470.0,1590.0,550.0,137.0,115.0,50.0,10.2,185.0,12.4,7.2,9.2
454,435.0,435.0,1810.0,460.0,190.0,150.0,65.0,11.0,214.0,13.5,6.5,9.3
455,430.0,430.0,2072.5,520.0,435.0,350.0,55.0,9.6,253.0,12.4,7.2,9.2
456,460.0,470.0,2740.0,520.0,294.0,125.0,88.0,9.6,155.0,12.4,7.2,9.2
457,520.0,520.0,2205.0,520.0,270.0,184.0,70.0,7.9,235.0,8.4,5.2,6.4
458,460.0,470.0,2072.5,520.0,105.0,70.0,50.0,14.0,150.0,9.4,5.6,7.1
459,515.0,515.0,2355.0,520.0,400.0,258.0,78.0,6.2,250.0,7.2,4.9,5.7
460,440.0,440.0,2155.0,500.0,390.0,184.0,63.0,8.8,224.0,12.0,6.8,8.7
461,460.0,470.0,2760.0,520.0,318.0,202.0,90.0,10.7,190.0,17.1,10.7,13.1
462,520.0,520.0,2025.0,540.0,210.0,170.0,70.0,9.0,230.0,13.0,6.8,9.0
463,435.0,435.0,1590.0,460.0,143.0,102.0,65.0,12.9,191.0,9.8,5.7,7.5
464,435.0,435.0,1645.0,460.0,162.0,113.0,65.0,12.3,198.0,11.2,6.6,8.6
465,460.0,460.0,1670.0,510.0,140.0,90.0,70.0,14.0,164.0,11.1,6.4,8.7
466,420.0,420.0,2072.5,520.0,373.0,280.0,50.0,9.6,241.0,12.4,7.2,9.2
467,520.0,520.0,2410.0,520.0,560.0,258.0,70.0,5.7,250.0,6.4,4.9,5.4
468,480.0,480.0,1960.0,550.0,320.0,143.0,57.0,9.0,212.0,5.3,3.8,4.3
469,404.0,404.0,1460.0,520.0,175.0,125.0,58.0,9.9,180.0,12.4,7.2,9.4
470,435.0,435.0,1705.0,460.0,162.0,113.0,65.0,12.8,198.0,11.2,6.6,8.6
471,460.0,460.0,2200.0,540.0,410.0,193.0,70.0,8.0,230.0,11.8,6.3,8.3
472,440.0,440.0,1810.0,460.0,212.0,150.0,70.0,10.1,193.0,14.3,7.4,10.5
473,440.0,440.0,1700.0,460.0,165.0,115.0,70.0,12.3,176.0,12.4,7.2,10.7
474,520.0,520.0,2160.0,560.0,500.0,231.0,70.0,6.8,248.0,10.3,5.9,7.5
475,500.0,500.0,2110.0,520.0,305.0,211.0,90.0,8.3,230.0,16.8,7.7,11.4
476,520.0,520.0,2145.0,560.0,400.0,177.0,70.0,8.1,230.0,9.3,5.3,6.7
477,520.0,520.0,2235.0,520.0,350.0,245.0,70.0,6.3,250.0,8.0,5.0,6.1
478,460.0,460.0,1870.0,520.0,200.0,150.0,63.0,9.7,215.0,11.0,6.2,7.9
479,460.0,470.0,2585.0,520.0,450.0,320.0,80.0,5.7,250.0,6.0,7.2,6.8
480,415.0,470.0,2510.0,520.0,188.0,175.0,71.0,12.6,170.0,17.7,11.1,13.6
481,460.0,470.0,2720.0,520.0,292.0,125.0,92.0,17.3,150.0,15.5,10.7,12.5
482,460.0,470.0,2720.0,520.0,343.0,245.0,92.0,9.6,185.0,19.0,11.6,14.5
483,500.0,500.0,2690.0,520.0,600.0,177.0,82.0,5.1,250.0,17.1,8.9,11.9
484,460.0,460.0,1950.0,520.0,280.0,122.0,61.0,10.6,206.0,7.6,4.4,5.6
485,460.0,460.0,2070.0,520.0,400.0,306.0,63.0,5.8,250.0,13.1,6.9,9.2
486,470.0,470.0,1855.0,520.0,191.0,144.0,64.0,9.7,215.0,12.0,6.7,8.6
487,460.0,460.0,2060.0,520.0,350.0,177.0,61.0,8.3,222.0,7.9,4.8,5.9
488,460.0,470.0,2650.0,520.0,303.0,190.0,88.0,9.6,180.0,12.4,7.2,9.2
489,460.0,470.0,1440.0,465.0,116.0,82.0,50.0,13.6,160.0,11.0,6.4,8.2
490,515.0,515.0,2615.0,520.0,270.0,177.0,78.0,4.5,250.0,11.6,6.3,8.3
491,520.0,520.0,2220.0,560.0,490.0,367.0,70.0,5.6,250.0,15.9,7.8,10.8
492,520.0,520.0,2210.0,560.0,390.0,306.0,70.0,6.2,250.0,16.2,8.0,11.0
493,440.0,440.0,1700.0,470.0,145.0,90.0,70.0,13.9,160.0,12.4,7.2,9.5
494,520.0,520.0,2072.5,520.0,447.0,329.0,70.0,6.0,241.0,13.1,9.0,11.2
495,440.0,440.0,2080.0,480.0,237.0,186.0,63.0,9.6,205.0,12.4,8.7,10.7
496,520.0,520.0,2085.0,560.0,240.0,190.0,70.0,8.7,236.0,10.3,5.9,7.5
497,460.0,470.0,2300.0,520.0,292.0,125.0,75.0,16.8,155.0,14.1,9.6,11.3
498,425.0,425.0,1585.0,460.0,174.0,129.0,64.0,10.2,198.0,12.2,6.7,8.7
499,460.0,470.0,2072.5,520.0,123.0,92.0,45.0,13.4,161.0,12.8,6.9,9.2
500,460.0,460.0,1950.0,520.0,380.0,184.0,61.0,7.6,233.0,6.8,4.4,5.3
501,460.0,470.0,1750.0,490.0,154.0,117.0,59.0,10.7,191.0,7.4,4.7,5.7
502,460.0,470.0,1440.0,495.0,102.0,75.0,50.0,12.2,163.0,9.0,6.0,7.2
503,520.0,520.0,2290.0,500.0,407.0,305.0,70.0,5.8,241.0,13.8,9.4,11.8
504,460.0,470.0,1850.0,520.0,178.0,143.0,59.0,9.8,204.0,10.4,6.1,7.7
505,480.0,480.0,2050.0,450.0,255.0,184.0,85.0,11.3,194.0,12.4,7.2,9.2
506,460.0,470.0,2072.5,520.0,130.0,92.0,45.0,11.3,163.0,11.3,6.4,8.3
507,460.0,470.0,2530.0,520.0,441.0,190.0,69.0,11.0,185.0,11.4,8.0,9.3
508,382.0,382.0,1900.0,470.0,340.0,286.0,70.0,6.5,245.0,16.5,7.8,11.3
509,404.0,404.0,1440.0,520.0,123.0,90.0,58.0,13.8,160.0,11.1,7.4,9.2
510,415.0,470.0,2510.0,520.0,294.0,125.0,71.0,9.6,150.0,15.3,11.3,12.8
511,460.0,470.0,2072.5,520.0,167.0,140.0,64.0,10.0,200.0,12.4,7.2,8.1
512,520.0,520.0,2240.0,520.0,400.0,190.0,70.0,7.7,233.0,4.9,3.7,4.1
513,460.0,460.0,2170.0,540.0,350.0,163.0,70.0,9.1,219.0,11.1,6.4,8.3
514,460.0,470.0,2850.0,520.0,240.0,99.0,92.0,9.6,145.0,13.8,9.3,11.2
515,470.0,470.0,1805.0,520.0,175.0,133.0,64.0,12.2,200.0,13.0,7.3,9.4
516,460.0,460.0,2055.0,505.0,500.0,231.0,61.0,6.8,248.0,10.0,5.9,7.4
517,500.0,500.0,2660.0,585.0,270.0,177.0,80.0,4.6,250.0,13.0,7.2,9.3
518,415.0,415.0,1690.0,510.0,152.0,75.0,60.0,14.5,164.0,12.4,7.2,6.3
519,440.0,440.0,1895.0,500.0,280.0,116.0,63.0,10.6,204.0,7.6,4.5,5.6
520,435.0,435.0,1810.0,460.0,260.0,143.0,65.0,10.4,214.0,8.8,4.9,6.7
521,460.0,470.0,1900.0,575.0,226.0,168.0,55.0,9.6,205.0,9.2,6.9,8.2
522,415.0,415.0,1610.0,466.0,133.0,86.0,60.0,14.8,163.0,12.4,7.2,8.1
523,440.0,440.0,1810.0,570.0,165.0,115.0,70.0,11.8,176.0,12.4,7.2,10.7
524,460.0,470.0,1580.0,520.0,123.0,68.0,50.0,16.0,160.0,12.4,7.2,6.0
525,435.0,435.0,1740.0,460.0,190.0,90.0,65.0,14.2,182.0,8.8,5.2,6.5
526,500.0,500.0,2110.0,520.0,315.0,220.0,90.0,7.9,233.0,15.9,7.7,11.1
527,460.0,460.0,2135.0,480.0,270.0,233.0,63.0,7.4,209.0,13.8,9.4,11.8
528,460.0,470.0,2072.5,520.0,123.0,92.0,45.0,10.1,164.0,11.2,6.7,8.5
529,425.0,425.0,1585.0,460.0,164.0,129.0,64.0,10.6,197.0,12.8,7.5,9.9
530,430.0,430.0,2072.5,520.0,392.0,280.0,55.0,9.6,205.0,12.4,7.2,10.3
531,460.0,470.0,1465.0,520.0,102.0,75.0,50.0,9.6,163.0,9.0,6.0,9.2
532,520.0,520.0,2350.0,480.0,407.0,305.0,70.0,5.9,210.0,11.8,8.1,10.2
533,460.0,470.0,2710.0,520.0,400.0,178.0,70.0,11.7,179.0,9.8,7.3,8.2
534,460.0,470.0,2072.5,520.0,101.0,73.0,45.0,13.0,150.0,10.1,6.3,7.9
535,404.0,404.0,1440.0,520.0,142.0,98.0,58.0,11.9,165.0,11.9,6.3,9.2
536,480.0,480.0,2070.0,470.0,280.0,197.0,85.0,8.9,205.0,12.4,7.2,9.2
537,460.0,470.0,2072.5,520.0,117.0,85.0,45.0,11.9,159.0,10.7,6.5,8.2
538,460.0,470.0,1915.0,455.0,343.0,240.0,59.0,7.3,230.0,13.6,7.6,9.8
539,480.0,480.0,1955.0,550.0,220.0,136.0,60.0,9.2,210.0,7.5,4.8,5.8
